URL,,Time,Title,Location,Victim,Type
https://www.latimes.com/entertainment-arts/story/2020-03-20/coronavirus-racism-asian-americans-celebrities,,3/20/2020 20:30,"Coronavirus : Daniel Dae Kim , Lana Condor slam anti - Asian bigotry",,,
https://www.heraldtribune.com/opinion/20200213/being-asian-is-not-viral,,2/13/2020 11:45,Being Asian is not viral - Opinion - Sarasota Herald - Tribune,,,
http://www.enstarz.com/articles/212460/20200327/dont-blame-asians-mark-ruffalo-cardi-b-celebs-fight-xenophobia.htm,,3/30/2020 8:30,"Dont Blame Asians : Mark Ruffalo , Cardi B , Other Celebs Fight Xenophobia Amid COVID - 19 Crisis",,,
https://www.dailytarheel.com/article/2020/04/racism-coronavirus-0402,,4/2/2020 5:00,"  Ive heard all the stereotype : Students , alumni respond to COVID - 19 - related racism",,,
https://wibailoutpeople.org/2020/03/31/apala-releases-guidance-on-protecting-workers-from-xenophobia-amid-coronavirus-outbreak/,,3/31/2020 22:30,APALA releases guidance on protecting workers from xenophobia amid coronavirus outbreak,,,
https://www.npr.org/sections/coronavirus-live-updates/2020/03/27/822187627/new-site-collects-reports-of-anti-asian-american-sentiment-amid-coronavirus-pand,,3/27/2020 14:30,New Site Collects Reports Of Anti - Asian American Sentiment Amid Coronavirus Pandemic,,,
https://www.sfexaminer.com/opinion/as-new-coronavirus-spreads-another-epidemic-looms-yellow-peril-racism/,,2/13/2020 14:00,"As new coronavirus spreads , another epidemic looms :  yellow peril  racism – The San Francisco Examiner",,,
https://www.sfexaminer.com/opinion/as-new-coronavirus-spreads-another-epidemic-looms-yellow-peril-racism/amp/,,2/13/2020 10:00,"As new coronavirus spreads , another epidemic looms :  yellow peril  racism",,,
https://www.thecollegefix.com/the-new-urgency-teaching-about-coronavirus-fueled-racism/,,4/3/2020 0:30,The new  urgency : teaching about coronavirus - fueled racism,,,
https://www.alternet.org/2020/03/gop-leader-kevin-mccarthys-colleagues-demand-he-apologize-for-racist-coronavirus-tweet/,,3/12/2020 2:00,GOP leader Kevin McCarthy colleagues demand he apologize for racist coronavirus tweet,,,
https://www.breitbart.com/tech/2020/03/30/u-of-texas-dean-saying-chinese-virus-inspires-hate-crimes/,,3/30/2020 20:00,U . of Texas Dean : Saying  Chinese Viru Inspires Hate Crimes,,,
https://www.breitbart.com/health/2020/03/30/u-of-texas-dean-saying-chinese-virus-inspires-hate-crimes/,,3/30/2020 22:00,U . of Texas Dean : Saying  Chinese Viru Inspires Hate Crimes,,,
https://www.highlandernews.org/37558/the-true-coronavirus-pandemic-is-the-spread-of-racism-and-xenophobia-through-the-media/,,2/11/2020 18:45,The true  coronavirus pandemic  is the spread of racism and xenophobia through the media,,,
https://www.powerlineblog.com/archives/2020/03/civil-rights-commission-denounces-chinese-virus.php,,3/20/2020 22:15,Civil Rights Commission Denounces  Chinese Virus  ,,,
https://bringmethenews.com/minnesota-news/hotline-to-report-discrimination-amid-covid-19-outbreak-launched-in-minnesota,,4/6/2020 17:15,Helpline to report discrimination amid COVID - 19 outbreak launched in Minnesota,,,
https://www.oann.com/democrat-hypocrisy-chinese-virus-is-racist-russian-collusion-okay/,,4/2/2020 19:30,"Democrat Hypocrisy :  Chinese viru is  racist ,  Russian collusion  okay",,,
https://www.salon.com/2020/03/11/colleagues-demand-gop-leader-kevin-mccarthy-apologize-for-racist-coronavirus-tweet-its-dangerous/,,3/12/2020 2:30,Colleagues demand GOP leader Kevin McCarthy apologize for racist coronavirus tweet :  It dangerous  ,,,
﻿URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Snippet
https://archive.org/details/MSNBCW_20200412_230000_Kasie_DC#start/3359/end/3394,4/12/2020 23:56,MSNBC,Kasie DC,MSNBCW_20200412_230000_Kasie_DC,https://archive.org/download/MSNBCW_20200412_230000_Kasie_DC/MSNBCW_20200412_230000_Kasie_DC.thumbs/MSNBCW_20200412_230000_Kasie_DC_003357.jpg,"and it is not a surprise to those communities and what have you here with covid-19 is that it has exposed this really ugly nasty truth. but before we can even deal with healthcare, the healthcare system and the racial"
https://archive.org/details/MSNBCW_20200412_210000_PoliticsNation#start/2532/end/2567,4/12/2020 21:42,MSNBC,PoliticsNation,MSNBCW_20200412_210000_PoliticsNation,https://archive.org/download/MSNBCW_20200412_210000_PoliticsNation/MSNBCW_20200412_210000_PoliticsNation.thumbs/MSNBCW_20200412_210000_PoliticsNation_002519.jpg,"very strong advocate, and friends along with, as i said, 400 physicians demanding that hh secretary azar release the racial data surrounding covid-19. the letter reading in part,"
https://archive.org/details/MSNBCW_20200412_210000_PoliticsNation#start/1832/end/1867,4/12/2020 21:30,MSNBC,PoliticsNation,MSNBCW_20200412_210000_PoliticsNation,https://archive.org/download/MSNBCW_20200412_210000_PoliticsNation/MSNBCW_20200412_210000_PoliticsNation.thumbs/MSNBCW_20200412_210000_PoliticsNation_001828.jpg,"there. tara and joe, thank you for coming on with your analysis. thank you, brother. coming up, the coronavirus has underscored immense racial inequities in the health care sector, but how do we address it going forward? my next guest will try to answer"
https://archive.org/details/FOXNEWSW_20200412_190000_Americas_News_Headquarters#start/6951/end/6986,4/12/2020 20:56,FOXNEWS,Americas News Headquarters,FOXNEWSW_20200412_190000_Americas_News_Headquarters,https://archive.org/download/FOXNEWSW_20200412_190000_Americas_News_Headquarters/FOXNEWSW_20200412_190000_Americas_News_Headquarters.thumbs/FOXNEWSW_20200412_190000_Americas_News_Headquarters_006929.jpg,"especially if they just lost their home on top of all the changes they have had to make during this coronavirus pandemic. arthel? arthel: it is just too much, and i hate seeing those pictures there in monroe, louisiana. i'm sure governor edwards is on"
https://archive.org/details/MSNBCW_20200412_190000_MSNBC_Live#start/2065/end/2100,4/12/2020 19:34,MSNBC,MSNBC Live,MSNBCW_20200412_190000_MSNBC_Live,https://archive.org/download/MSNBCW_20200412_190000_MSNBC_Live/MSNBCW_20200412_190000_MSNBC_Live.thumbs/MSNBCW_20200412_190000_MSNBC_Live_002068.jpg,into. these disparities have a lot to do with systemic racism and inequitities that have been present for many years and they are present in every aspect of health care. it's not surprising that covid-19 brings out these
https://archive.org/details/CNNW_20200412_160000_State_of_the_Union_With_Jake_Tapper#start/2892/end/2927,4/12/2020 16:48,CNN,State of the Union With Jake Tapper,CNNW_20200412_160000_State_of_the_Union_With_Jake_Tapper,https://archive.org/download/CNNW_20200412_160000_State_of_the_Union_With_Jake_Tapper/CNNW_20200412_160000_State_of_the_Union_With_Jake_Tapper.thumbs/CNNW_20200412_160000_State_of_the_Union_With_Jake_Tapper_002880.jpg,on friday where he addressed racial disparities in coronavirus cases and deaths. take a listen. the chronic burden of medical ills is likely to make people of color especially vulnerable to
https://archive.org/details/CNNW_20200412_130000_State_of_the_Union_With_Jake_Tapper#start/2893/end/2928,4/12/2020 13:48,CNN,State of the Union With Jake Tapper,CNNW_20200412_130000_State_of_the_Union_With_Jake_Tapper,https://archive.org/download/CNNW_20200412_130000_State_of_the_Union_With_Jake_Tapper/CNNW_20200412_130000_State_of_the_Union_With_Jake_Tapper.thumbs/CNNW_20200412_130000_State_of_the_Union_With_Jake_Tapper_002878.jpg,distancing works and what the benefits of that are. i want you to take a listen to the surgeon general at the white house task force briefing on friday where he addressed racial disparities in coronavirus cases and deaths. take a listen.
https://archive.org/details/MSNBCW_20200412_130000_Velshi#start/2250/end/2285,4/12/2020 13:37,MSNBC,Velshi,MSNBCW_20200412_130000_Velshi,https://archive.org/download/MSNBCW_20200412_130000_Velshi/MSNBCW_20200412_130000_Velshi.thumbs/MSNBCW_20200412_130000_Velshi_002248.jpg,our immigration policies in the united states. we've seen instances of xenophobia and we've seen a lot of america first talk which is fantastic from a defense perspective. it's not interesting from a virus perspective.
https://archive.org/details/FOXNEWSW_20200412_080000_The_Greg_Gutfeld_Show#start/362/end/397,4/12/2020 8:06,FOXNEWS,The Greg Gutfeld Show,FOXNEWSW_20200412_080000_The_Greg_Gutfeld_Show,https://archive.org/download/FOXNEWSW_20200412_080000_The_Greg_Gutfeld_Show/FOXNEWSW_20200412_080000_The_Greg_Gutfeld_Show.thumbs/FOXNEWSW_20200412_080000_The_Greg_Gutfeld_Show_000359.jpg,impeachment but while the virus spread. when this is over you can pretend they were there to first sound the alarm but they were not. in fact they were busy calling people racist for sounding the alarm. and then they lied that their site did not dismiss the threat.
https://archive.org/details/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer#start/1246/end/1281,4/12/2020 5:21,CNN,The Situation Room With Wolf Blitzer,CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer,https://archive.org/download/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer.thumbs/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer_001229.jpg,"the same racial disparity there? yes, of course we are. and sadly, this is just the latest example of health disparities. there's a saying, when americans get the cold, blacks get the flu. these health disparities have"
https://archive.org/details/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer#start/1133/end/1168,4/12/2020 5:19,CNN,The Situation Room With Wolf Blitzer,CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer,https://archive.org/download/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer.thumbs/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer_001048.jpg,"statistics out this week, breaking down the coronavirus focuses and deaths along racial lines here in the united states. in many major cities, the african-american community is suffering far more deaths than white residents. in louisiana, for example, african-americans make up about a third of the population, but"
https://archive.org/details/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer#start/755/end/790,4/12/2020 5:12,CNN,The Situation Room With Wolf Blitzer,CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer,https://archive.org/download/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer.thumbs/CNNW_20200412_050000_The_Situation_Room_With_Wolf_Blitzer_000750.jpg,"certainly is. and i know, mayor, you're very troubled by the racial disparity when it comes to coronavirus infections and fatalities. what are you doing to address the situation in boston? we put a task force together. they had their first meeting"
https://archive.org/details/FOXNEWSW_20200412_050000_The_Greg_Gutfeld_Show#start/363/end/398,4/12/2020 5:06,FOXNEWS,The Greg Gutfeld Show,FOXNEWSW_20200412_050000_The_Greg_Gutfeld_Show,https://archive.org/download/FOXNEWSW_20200412_050000_The_Greg_Gutfeld_Show/FOXNEWSW_20200412_050000_The_Greg_Gutfeld_Show.thumbs/FOXNEWSW_20200412_050000_The_Greg_Gutfeld_Show_000358.jpg,impeachment but while the virus spread. when this is over you can pretend they were there to first sound the alarm but they were not. in fact they were busy calling people racist for sounding the alarm. and then they lied that their site did not dismiss the threat.
https://archive.org/details/MSNBCW_20200412_040000_MSNBC_Live#start/2236/end/2271,4/12/2020 4:37,MSNBC,MSNBC Live,MSNBCW_20200412_040000_MSNBC_Live,https://archive.org/download/MSNBCW_20200412_040000_MSNBC_Live/MSNBCW_20200412_040000_MSNBC_Live.thumbs/MSNBCW_20200412_040000_MSNBC_Live_001060.jpg,"racial descriptors to describe diseases as opposed to describing what the disease does. sars, severe acute respiratory syndrome, perfect name. zika virus, bad name and possibly completely untrue. set that aside, maria and talk"
https://archive.org/details/MSNBCW_20200412_040000_MSNBC_Live#start/1967/end/2002,4/12/2020 4:33,MSNBC,MSNBC Live,MSNBCW_20200412_040000_MSNBC_Live,https://archive.org/download/MSNBCW_20200412_040000_MSNBC_Live/MSNBCW_20200412_040000_MSNBC_Live.thumbs/MSNBCW_20200412_040000_MSNBC_Live_001060.jpg,is to see how structural racism relates to that. and one thing she mentioned to me is that folks will call this virus the great equalizer which is true. anyone who is exposed to the
https://archive.org/details/MSNBCW_20200412_040000_MSNBC_Live#start/1503/end/1538,4/12/2020 4:25,MSNBC,MSNBC Live,MSNBCW_20200412_040000_MSNBC_Live,https://archive.org/download/MSNBCW_20200412_040000_MSNBC_Live/MSNBCW_20200412_040000_MSNBC_Live.thumbs/MSNBCW_20200412_040000_MSNBC_Live_001060.jpg,"racial disparity in covid-19 cases. according to 'the new york times,' this disparity is indisputable, especially among hispanic day laborers, restaurant workers and cleaners and one-third of new york city's covid-19 fatalities have been"
https://archive.org/details/CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall#start/2044/end/2079,4/12/2020 2:34,CNN,Coronavirus Facts and Fears A CNN Global Town Hall,CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall,https://archive.org/download/CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall/CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall.thumbs/CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall_002039.jpg,"at greater risk. the data that we have now clearly does show that minority populations appear to be having a greater risk for complications. i want to emphasize, this virus, in our view, does not discriminate who it infects. it can affect all of us."
https://archive.org/details/CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall#start/1947/end/1982,4/12/2020 2:32,CNN,Coronavirus Facts and Fears A CNN Global Town Hall,CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall,https://archive.org/download/CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall/CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall.thumbs/CNNW_20200412_020000_Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall_001949.jpg,"i'm having an earpiece problem. i tried to do the best i could. no problem. ricky from georgia says, what's the racial breakdown of covid-19 cases and deaths? what percentage of each racial group has been affected, black,"
https://archive.org/details/FOXNEWSW_20200412_020000_The_Greg_Gutfeld_Show#start/362/end/397,4/12/2020 2:06,FOXNEWS,The Greg Gutfeld Show,FOXNEWSW_20200412_020000_The_Greg_Gutfeld_Show,https://archive.org/download/FOXNEWSW_20200412_020000_The_Greg_Gutfeld_Show/FOXNEWSW_20200412_020000_The_Greg_Gutfeld_Show.thumbs/FOXNEWSW_20200412_020000_The_Greg_Gutfeld_Show_000359.jpg,impeachment but while the virus spread. when this is over you can pretend they were there to first sound the alarm but they were not. in fact they were busy calling people racist for sounding the alarm. and then they lied that their site did not dismiss the threat.
https://archive.org/details/MSNBCW_20200412_010000_MSNBC_Live#start/2244/end/2279,4/12/2020 1:37,MSNBC,MSNBC Live,MSNBCW_20200412_010000_MSNBC_Live,https://archive.org/download/MSNBCW_20200412_010000_MSNBC_Live/MSNBCW_20200412_010000_MSNBC_Live.thumbs/MSNBCW_20200412_010000_MSNBC_Live_002217.jpg,"describing what the disease does. chinese flu, bad name and possibly untrue. what do we do about these systemic racial issues?"
https://archive.org/details/MSNBCW_20200412_010000_MSNBC_Live#start/1500/end/1535,4/12/2020 1:25,MSNBC,MSNBC Live,MSNBCW_20200412_010000_MSNBC_Live,https://archive.org/download/MSNBCW_20200412_010000_MSNBC_Live/MSNBCW_20200412_010000_MSNBC_Live.thumbs/MSNBCW_20200412_010000_MSNBC_Live_001498.jpg,"regulatory agencies to enforce the cdc guidelines. lamont byrd of the teamsters and mayor roger steele of grand island, nebraska, thank you. now earlier we mentioned the racial disparity in covid-19 cases. according to 'the new york"
https://archive.org/details/CNNW_20200412_010000_The_Situation_Room_With_Wolf_Blitzer#start/1122/end/1157,4/12/2020 1:18,CNN,The Situation Room With Wolf Blitzer,CNNW_20200412_010000_The_Situation_Room_With_Wolf_Blitzer,https://archive.org/download/CNNW_20200412_010000_The_Situation_Room_With_Wolf_Blitzer/CNNW_20200412_010000_The_Situation_Room_With_Wolf_Blitzer.thumbs/CNNW_20200412_010000_The_Situation_Room_With_Wolf_Blitzer_001079.jpg,"it's just our way of doing our part. there are very alarming statistics out this week breaking down the coronavirus infections and deaths along racial lines here in the united states. in many major cities, the african-american community is"
